text,dim_labels,sentiment_labels,risk_label
"吃出了玻璃碎片，幸好嘴巴没有划破，太吓人了，店家态度还很敷衍。","7,3","1,1,1,0,1,1,1,0",3,29
"鱼香肉丝酸甜辣味平衡得很好，肉丝很嫩，木耳和莴笋也脆爽。","0","1,1,1,1,1,1,1,1",0,28
"服务员直接在桌边扫地，灰尘到处飞，吃饭的心情全没了。","3,2","1,1,0,0,1,1,1,1",1,27
"虾饺皮晶莹剔透，虾肉弹牙，一口一个根本停不下来。","0,1","1,1,1,1,1,1,1,1",0,24
"双人套餐188块，看起来很多但其实分量很少，两个人根本吃不饱。","5","1,1,1,1,1,0,1,1",2,27
"口水鸡麻辣鲜香，鸡肉很嫩，花生碎增加了口感，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"餐厅里充满了油烟味，排风系统很差，吃完一身油烟味。","2","1,1,0,1,1,1,1,1",1,24
"红烧肉里吃出了沙子，牙差点被硌掉，卫生堪忧。","7,0","0,1,1,1,1,1,1,0",3,24
"南瓜粥熬得很香甜，浓稠度刚好，早餐喝一碗特别舒服。","0","1,1,1,1,1,1,1,1",0,26
"大厅里太吵了，隔壁桌划拳喝酒，像在菜市场一样。","2","1,1,0,1,1,1,1,1",1,22
"大虾仁很新鲜，口感紧实弹牙，量也给得很足。","1","1,1,1,1,1,1,1,1",0,22
"上菜速度还行，但是服务员态度很冷漠，问什么都不耐烦。","3,4","1,1,1,0,0,1,1,1",1,25
"汤包是温的，没有汤汁，皮也塌了，像是蒸好放了很久的。","0","0,1,1,1,1,1,1,1",1,26
"环境布置很有格调，花艺和灯光都很讲究，非常适合拍照打卡。","2","1,1,1,1,1,1,1,1",0,28
"点了一份牛蛙，肉很老，还有一股土腥味，没怎么吃。","0,1","0,0,1,1,1,1,1,1",2,25
"陈村粉很滑嫩，酱油调得刚刚好，配的牛腩也很烂。","0","1,1,1,1,1,1,1,1",0,24
"纸巾都要收费，一人两块钱，这种小钱都要抠，太小气了。","5","1,1,1,1,1,0,1,1",1,26
"毛血旺料很足，鸭血很嫩，毛肚黄喉都很好吃，辣度刚好。","0","1,1,1,1,1,1,1,1",0,26
"吃完后肚子剧痛，下午直接去医院了，食物肯定有问题。","7,1","1,0,1,1,1,1,1,0",3,27
"烤羊排外焦里嫩，调料撒得很均匀，膻味处理得很好。","0,1","1,1,1,1,1,1,1,1",0,24
"叫服务员加水叫了五次才来，水壶就在那里也不顺手加一下。","3","1,1,1,0,1,1,1,1",1,27
"意大利面酱汁浓郁，面条煮得刚好有嚼劲，很正宗。","0","1,1,1,1,1,1,1,1",0,22
"海鲜拼盘里的生蚝不新鲜，闻着有臭味，跟店员说还不认账。","1,3","1,0,1,0,1,1,1,1",2,28
"干锅牛蛙做得很好，蛙肉外酥里嫩，配菜土豆片也很好吃。","0","1,1,1,1,1,1,1,1",0,26
"桌布上有明显的油渍和污渍，很久没换洗过的样子。","2","1,1,0,1,1,1,1,1",1,22
"锅包肉酸甜酥脆，肉片很薄，炸得很透，东北的味道。","0","1,1,1,1,1,1,1,1",0,24
"商家搞活动送的小吃，到了说送完了，这不是虚假宣传吗。","5,3","1,1,1,0,1,0,1,1",2,27
"奶油蘑菇汤很浓郁，奶味足，蘑菇味也很香，配面包完美。","0","1,1,1,1,1,1,1,1",0,26
"厨房不干净，地上都是水渍和垃圾，看了就没胃口。","7,2","1,1,0,1,1,1,1,0",3,24
"豉汁蒸排骨很入味，豆豉味很香，排骨也很嫩滑。","0","1,1,1,1,1,1,1,1",0,22
"服务生上菜时打翻了我的饮料，只说了句对不起就走了。","3","1,1,1,0,1,1,1,1",1,25
"蛋包饭做得很好，蛋皮很嫩，里面的饭炒得很香。","0","1,1,1,1,1,1,1,1",0,22
"牛肉很柴，根本嚼不动，感觉是冷冻了很久的肉。","1","1,0,1,1,1,1,1,1",2,24
"避风塘炒蟹蒜香十足，螃蟹很新鲜，炒得很香脆。","0,1","1,1,1,1,1,1,1,1",0,24
"店内的音乐声太大了，根本没法聊天，吵得头疼。","2","1,1,0,1,1,1,1,1",1,22
"手撕鸡很香很入味，鸡肉撕得很细，芝麻和花生碎很香。","0","1,1,1,1,1,1,1,1",0,26
"这哪是什么鲜榨果汁，就是勾兑的，一点水果味都没有。","0,5","0,1,1,1,1,0,1,1",2,27
"夫妻肺片里的牛肚有点硬，不够软烂，味道偏咸。","0","0,1,1,1,1,1,1,1",1,24
"清蒸鲈鱼火候刚好，鱼肉鲜嫩，葱香四溢，非常好吃。","0,1","1,1,1,1,1,1,1,1",0,24
"服务员送餐时把手直接放在碗边，太不讲卫生了。","3,7","1,1,1,0,1,1,1,0",3,25
"芒果布丁很滑很嫩，芒果味很浓，甜度适中，好吃。","0","1,1,1,1,1,1,1,1",0,24
"菜品图片和实际完全是两回事，差距太大了，有点欺骗消费者。","5","1,1,1,1,1,0,1,1",2,27
"重庆小面麻辣味很足，面条劲道，花生碎也很香。","0","1,1,1,1,1,1,1,1",0,22
"门口等位区很拥挤，没有取号机，大家都挤在门口乱糟糟的。","2,4","1,1,0,1,0,1,1,1",1,27
"铁板牛肉很嫩，黑椒味很浓，洋葱和青椒配得很好。","0","1,1,1,1,1,1,1,1",0,24
"吃到一半发现菜里有条青虫，当时就反胃想吐了。","7","1,1,1,1,1,1,1,0",3,23
"椰子鸡锅底很清甜，鸡肉很嫩，蘸料也很够味。","0","1,1,1,1,1,1,1,1",0,22
"服务员全程臭脸，结账时也没有任何回应，再也不会来了。","3","1,1,1,0,1,1,1,1",1,26
"酱大骨炖得很烂，肉很多，骨髓也可以吸，很过瘾。","0","1,1,1,1,1,1,1,1",0,24
"炸酱面里的酱太咸了，吃完狂喝水，面条也煮过头了。","0","0,1,1,1,1,1,1,1",1,25
"虾滑很Q弹，能吃出虾肉的颗粒感，涮火锅特别好吃。","0,1","1,1,1,1,1,1,1,1",0,26
"店里WiFi信号很差，根本连不上，想发个点评都发不了。","2","1,1,0,1,1,1,1,1",0,27
"榴莲飞饼做得很好，榴莲肉很多，饼皮酥脆，香甜可口。","0","1,1,1,1,1,1,1,1",0,26
"点了一个虾粥，虾线都没有挑，吃着全是沙子。","1","1,0,1,1,1,1,1,1",2,23
"烤乳鸽外皮酥脆，肉质鲜嫩多汁，香料味刚好，很赞。","0","1,1,1,1,1,1,1,1",0,24
"服务员算错钱了，少找了十块，提醒她还很不高兴。","3,5","1,1,1,0,1,0,1,1",1,27
"蒜蓉空心菜炒得很嫩，蒜蓉足，火候也刚刚好。","0","1,1,1,1,1,1,1,1",0,22
"厨房师傅边抽烟边颠勺，烟灰都弹到锅里了，恶心死了。","7,2","1,1,0,1,1,1,1,0",3,27
"剁椒鱼头很够味，剁椒很香，鱼肉鲜嫩，面也吸收了汤汁。","0","1,1,1,1,1,1,1,1",0,26
"等了半小时发现我们的单被漏掉了，又重新下单等了二十分钟。","4,3","1,1,1,0,0,1,1,1",2,29
"糯米鸡做得很扎实，糯米很糯，里面的鸡肉香菇都很入味。","0","1,1,1,1,1,1,1,1",0,26
"儿童餐就是普通的成人餐减量，没什么区别，还贵了不少。","5","1,1,1,1,1,0,1,1",1,26
"海鲜锅汤底很鲜美，虾蟹贝类都很新鲜，量也很大。","0,1","1,1,1,1,1,1,1,1",0,24
"服务员把小票扔在桌上就走了，连句慢用都没说。","3","1,1,1,0,1,1,1,1",1,24
"叉烧包皮很松软，叉烧馅料很足，咸甜适中，好吃。","0","1,1,1,1,1,1,1,1",0,24
"筷子上有霉斑，让换一双，拿来的还是有印子。","7,2","1,1,0,1,1,1,1,0",3,25
"水煮牛肉麻辣过瘾，牛肉很嫩，配菜也丰富，很下饭。","0","1,1,1,1,1,1,1,1",0,26
"餐厅里飞蛾很多，一直往菜上撞，赶都赶不走。","2,7","1,1,0,1,1,1,1,0",3,27
"红烧茄子油太多，吃多了腻，但味道还可以。","0","1,1,1,1,1,1,1,1",0,22
"服务员站在我们桌边聊天，说了十分钟，影响我们吃饭。","3","1,1,1,0,1,1,1,1",1,25
"白灼菜心很清甜，淋的酱油刚好，很广东的做法。","0","1,1,1,1,1,1,1,1",0,22
"收银台前面排了长队，只有一个收银员，效率很低。","3","1,1,1,0,1,1,1,1",1,25
"酸豆角炒肉末酸辣开胃，特别下饭，能吃两碗米饭。","0","1,1,1,1,1,1,1,1",0,26
"螃蟹有异味，肉是粉的，一点也不紧实，绝对不新鲜。","1","1,0,1,1,1,1,1,1",2,26
"蜜汁叉烧很甜很香，肉质软嫩，边边有点焦脆，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"叫了打包，结果拿来的打包盒是破的，汤汁都漏了。","3,6","1,1,1,0,1,1,0,1",1,27
"粉丝蒸扇贝蒜蓉放得很多，很香，扇贝肉也很饱满。","0","1,1,1,1,1,1,1,1",0,24
"服务员收盘子太用力，汤汁溅到我衣服上了，也不道歉。","3","1,1,1,0,1,1,1,1",1,26
"糖醋鱼炸得很脆，糖醋汁酸甜适中，鱼肉也很嫩。","0","1,1,1,1,1,1,1,1",0,24
"吊灯上面全是灰，感觉很久没打扫了，卫生堪忧。","2","1,1,0,1,1,1,1,1",1,22
"葱爆羊肉很香，羊肉很嫩，葱也炒得很软甜。","0,1","1,1,1,1,1,1,1,1",0,22
"牛肉炒面里的牛肉是合成肉，一点牛肉味都没有。","1","1,0,1,1,1,1,1,1",2,25
"芒果糯米饭的芒果很甜很新鲜，糯米饭也软糯，椰浆很香。","0,1","1,1,1,1,1,1,1,1",0,27
"碗底有洗洁精的味道，没冲洗干净，闻着就不舒服。","7,2","1,1,0,1,1,1,1,0",2,27
"口水鸡的辣椒油很香，又麻又辣，鸡肉也很嫩滑。","0","1,1,1,1,1,1,1,1",0,24
"套餐里的汤太咸了，像是盐不要钱一样，没喝几口。","0","0,1,1,1,1,1,1,1",1,25
"餐厅没有无障碍通道，推婴儿车进不去，只好换地方。","2","1,1,0,1,1,1,1,1",0,24
"松鼠桂鱼炸得很酥，酱汁酸甜可口，造型也好看。","0","1,1,1,1,1,1,1,1",0,24
"服务员自己把菜上错了，还说是我们点错了，态度很差。","3","1,1,1,0,1,1,1,1",2,28
"上汤娃娃菜汤很鲜，皮蛋和火腿丁都很提味，菜叶很嫩。","0","1,1,1,1,1,1,1,1",0,26
"炒饭太油腻了，吃完盘底一层油，米饭也不够干爽。","0","0,1,1,1,1,1,1,1",1,25
"孜然牛肉很香，孜然味很足，牛肉也很嫩，下酒好菜。","0","1,1,1,1,1,1,1,1",0,26
"早餐自助品类很少，牛奶也是兑了水的，没什么味道。","0,5","0,1,1,1,1,0,1,1",1,27
"脆皮猪手外皮很脆，肉很嫩，蘸的酱汁也很有特色。","0","1,1,1,1,1,1,1,1",0,24
"叫服务员倒水，对方说等会儿，然后一直没来。","3","1,1,1,0,1,1,1,1",1,23
"清炖狮子头很嫩很鲜，汤汁清澈，入口即化的感觉。","0","1,1,1,1,1,1,1,1",0,24
"地下车库没有电梯直达，提着大包小包爬楼梯很累。","2","1,1,0,1,1,1,1,1",0,25
"椒盐皮皮虾炸得很香，肉很饱满，椒盐味很足。","0,1","1,1,1,1,1,1,1,1",0,24
"菜单上的价格和结账时不一样，服务员说忘了改菜单了。","5,3","1,1,1,0,1,0,1,1",2,27
"三丝炒面很有锅气，口感干爽不油腻，面条很劲道。","0","1,1,1,1,1,1,1,1",0,24
"空调坏了也没说，热得满头大汗，根本没法吃火锅。","2","1,1,0,1,1,1,1,1",1,25
"钵钵鸡冷串串很入味，辣度可以选，菜品也新鲜。","0,1","1,1,1,1,1,1,1,1",0,24
"汤里漂浮着一层油，看着就腻，没敢多喝。","0","0,1,1,1,1,1,1,1",1,22
"法式焗蜗牛做得不错，蒜香黄油味很足，蜗牛肉很嫩。","0","1,1,1,1,1,1,1,1",0,26
"服务员站在旁边催我们快点吃完，说要翻台了。","3","1,1,1,0,1,1,1,1",1,24
"金汤肥牛酸辣开胃，金针菇和粉丝都吸足了汤汁，特别下饭。","0","1,1,1,1,1,1,1,1",0,27
"点了三个菜，两个都是凉的，像是回锅加热的。","0","0,1,1,1,1,1,1,1",1,25
"姜葱炒蟹很香，蟹肉很饱满，姜葱味很足，很鲜甜。","0,1","1,1,1,1,1,1,1,1",0,26
"菜里放了好多味精，吃完嘴巴发干发苦。","0","0,1,1,1,1,1,1,1",1,22
"牛肉面里的牛肉只有两小块，全是面，价格还涨了。","5","1,1,1,1,1,0,1,1",2,26
"酥皮叉烧包外皮酥脆，内馅甜咸适中，很好吃。","0","1,1,1,1,1,1,1,1",0,22
"餐厅没有提供婴儿座椅，带宝宝的很不方便。","2","1,1,0,1,1,1,1,1",0,23
"麻团外酥里糯，豆沙馅不甜腻，刚刚好。","0","1,1,1,1,1,1,1,1",0,20
"服务员在餐厅里大声喊叫，像指挥交通一样，太吵了。","3,2","1,1,0,0,1,1,1,1",1,27
"酸菜白肉锅酸爽开胃，五花肉很香，冻豆腐吸汁很好。","0","1,1,1,1,1,1,1,1",0,26
"碗筷上有消毒水的味道，冲得没洗干净，很难闻。","7,2","1,1,0,1,1,1,1,0",2,25
"脆皮烧鹅皮很脆，肉很嫩，酸梅酱很解腻。","0","1,1,1,1,1,1,1,1",0,22
"服务员爱答不理，叫他过来还翻了个白眼，什么态度。","3","1,1,1,0,1,1,1,1",1,26
"蒜苔炒肉很下饭，蒜苔很嫩，肉丝也很入味。","0","1,1,1,1,1,1,1,1",0,22
"烤扇贝和图片差距巨大，实物小了很多，完全不像。","5","1,1,1,1,1,0,1,1",1,27
"招牌牛肉面汤头很浓郁，牛肉很大块很烂，面条也劲道。","0","1,1,1,1,1,1,1,1",0,26
"桌子底下全是垃圾，没人打扫，看着就不舒服。","2","1,1,0,1,1,1,1,1",1,24
"干煸四季豆很香，煸得干干的，加了芽菜肉末很提味。","0","1,1,1,1,1,1,1,1",0,26
"点的全熟牛排上来还在流血，让重做还是生的。","0","0,1,1,1,1,1,1,1",2,25
"椰汁西米露很好喝，椰香味很浓，西米也煮得透明。","0","1,1,1,1,1,1,1,1",0,24
"服务员拿走菜单后就消失了，等了十几分钟没人来点菜。","3,4","1,1,1,0,0,1,1,1",1,27
"蜜汁烤鸡翅很香，外皮焦甜，内里多汁，小孩子很喜欢。","0","1,1,1,1,1,1,1,1",0,26
"店里的绿植都枯了也没换，显得很破旧颓败。","2","1,1,0,1,1,1,1,1",0,23
"鱼丸很弹牙，能吃到鱼肉纤维，汤底也很清淡鲜美。","0,1","1,1,1,1,1,1,1,1",0,26
"钱收错了，多收了我二十块，找回去态度还很差。","5,3","1,1,1,0,1,0,1,1",2,25
"港式奶茶很丝滑，茶味重奶味浓，很正宗的味道。","0","1,1,1,1,1,1,1,1",0,24
"看到厨师的抹布又黑又脏，擦完灶台擦锅，太恶心了。","7,2","1,1,0,1,1,1,1,0",3,27
"咖喱牛腩很烂很入味，咖喱味很浓郁，配饭绝了。","0","1,1,1,1,1,1,1,1",0,24
"等位时没有提供茶水或零食，干坐着等了四十分钟。","3,4","1,1,1,0,0,1,1,1",1,27
"豉油鸡很香，鸡肉很嫩，酱油味很浓但不会咸。","0","1,1,1,1,1,1,1,1",0,24
"皮蛋拌豆腐很清爽，皮蛋味不重，豆腐很嫩滑。","0","1,1,1,1,1,1,1,1",0,24
"卫生间没有纸，也没有洗手液，最基本的配置都没有。","2","1,1,0,1,1,1,1,1",1,26
"番茄牛腩面很开胃，汤头酸甜浓郁，牛腩炖得很烂。","0","1,1,1,1,1,1,1,1",0,26
"服务员端菜时手指插到汤里了，全程目睹，直接没胃口。","3,7","1,1,1,0,1,1,1,0",3,27
"甜酒汤圆很暖胃，酒香味很足，汤圆也软糯，冬天吃很舒服。","0","1,1,1,1,1,1,1,1",0,27
"商家拒绝开发票，说是月底了票用完了，这种借口太假了。","3,5","1,1,1,0,1,0,1,1",2,28
"麻辣小龙虾很入味，虾肉紧实，辣度刚好，很好吃。","0","1,1,1,1,1,1,1,1",0,24
"菜里吃出了头发，两根很长的，直接没食欲了。","7","1,1,1,1,1,1,1,0",3,24
"老鸭汤炖得很浓，鸭肉很烂，笋干也很鲜，很滋补。","0","1,1,1,1,1,1,1,1",0,26
"店门口的迎宾很热情，但进去后服务员完全不理人。","3","1,1,1,0,1,1,1,1",1,26
"椒盐玉米粒炸得很香，咸甜适中，小朋友抢着吃。","0","1,1,1,1,1,1,1,1",0,24
"隔油纸都没有换，油渍都透出来了，不太卫生。","2,7","1,1,0,1,1,1,1,0",2,25
"蒜泥白肉切得很薄，蒜香味足，红油很香，好吃。","0","1,1,1,1,1,1,1,1",0,24
"服务员用对讲机大声说话，很吵，完全没有用餐氛围。","3,2","1,1,0,0,1,1,1,1",1,27
"芋头扣肉很软烂，芋头吸饱了肉汁，特别香糯。","0","1,1,1,1,1,1,1,1",0,22
"寿司饭醋放多了，太酸了，盖过了食材的味道。","0","0,1,1,1,1,1,1,1",1,23
"白灼虾很新鲜，虾肉紧实弹牙，蘸料也很鲜。","1","1,1,1,1,1,1,1,1",0,22
"米饭是夹生的，叫服务员换一碗，换来的还是生的。","0,3","0,1,1,0,1,1,1,1",1,27
"麻辣烫的汤底很香，菜品选择很多，价格也实惠。","0,5","1,1,1,1,1,1,1,1",0,26
"餐厅玻璃窗上全是手印和污渍，很影响就餐心情。","2","1,1,0,1,1,1,1,1",0,25
"海鲜炒米粉锅气很足，虾仁鱿鱼都很多，很好吃。","0,1","1,1,1,1,1,1,1,1",0,26
"点了一份炸鸡，炸得太过头了，肉都干了，很硬。","0","0,1,1,1,1,1,1,1",1,25
"娃娃菜蒸粉丝，蒜蓉很香，娃娃菜很甜，很清爽。","0","1,1,1,1,1,1,1,1",0,24
"叫了两个服务员都推来推去，没人愿意来给下单。","3","1,1,1,0,1,1,1,1",1,26
"砂锅鱼头煲很入味，鱼头很新鲜，酱香味浓，配菜也好吃。","0,1","1,1,1,1,1,1,1,1",0,27
"厕所门口堆满了杂物，走过去都要侧身，太凌乱了。","2","1,1,0,1,1,1,1,1",1,25
"糖醋排骨份量很少，只有五六块，全是骨头。","5","1,1,1,1,1,0,1,1",2,24
"凉拌海带丝酸辣爽口，很开胃，份量也大。","0","1,1,1,1,1,1,1,1",0,22
"等了很久的水煮鱼终于来了，但是鱼肉有土腥味。","0,1","0,0,1,1,1,1,1,1",2,27
"榴莲酥外皮层次分明，榴莲馅很足，非常香酥。","0","1,1,1,1,1,1,1,1",0,24
"菜品口味偏甜，不太习惯，吃几口就腻了。","0","0,1,1,1,1,1,1,1",1,24
"店门口招牌灯坏了也不修，晚上都看不清店名。","2","1,1,0,1,1,1,1,1",0,25
"毛肚涮几秒就可以吃，很脆很嫩，没有异味，很新鲜。","1","1,1,1,1,1,1,1,1",0,27
"客人走了半天也没人来收桌子，等了很久才坐下。","3","1,1,1,0,1,1,1,1",1,26
"香辣蟹很够味，蟹肉很饱满，裹的酱汁很浓稠。","0,1","1,1,1,1,1,1,1,1",0,24
"服务员在客人面前抱怨加班工资少，太不专业了。","3","1,1,1,0,1,1,1,1",1,26
"腌萝卜很脆，酸甜适中，很开胃的小菜。","0","1,1,1,1,1,1,1,1",0,22
"套餐里的饮料换成了白开水，也没提前说，偷工减料。","5,3","1,1,1,0,1,0,1,1",1,29
"东坡肉肥瘦相间，炖得很烂，酱色红亮，很诱人。","0","1,1,1,1,1,1,1,1",0,24
"鱼缸里养了很多鱼，看起来像是活的，但其实是观赏用的。","2","1,1,0,1,1,1,1,1",0,28
"麻酱小料很香，芝麻酱味很足，涮肉蘸着吃特别香。","0","1,1,1,1,1,1,1,1",0,26
"结账时信用卡机坏了，只能付现金，很不方便。","3","1,1,1,0,1,1,1,1",1,26
"酸萝卜老鸭汤很酸爽开胃，鸭肉炖得很烂，很暖胃。","0","1,1,1,1,1,1,1,1",0,26
"上菜时菜盘边的汤汁滴了我一身，服务员当没看见。","3","1,1,1,0,1,1,1,1",1,27
"椒盐炸豆腐外酥里嫩，椒盐味很香，配啤酒很棒。","0","1,1,1,1,1,1,1,1",0,24
"餐厅没有提供宝宝椅，带孩子的只能抱着吃，很累。","2","1,1,0,1,1,1,1,1",0,27
"蟹黄豆腐很滑嫩，蟹黄味很浓，豆腐入口即化。","0","1,1,1,1,1,1,1,1",0,24
"叫了加饭，半小时都没来，再去问说忘了。","3,4","1,1,1,0,0,1,1,1",1,23
"黑松露炒蛋很香，松露味很足，鸡蛋很嫩滑。","0","1,1,1,1,1,1,1,1",0,22
"盖饭里的肉有股馊味，吃了两口就放下了。","1,7","1,0,1,1,1,1,1,0",3,24
"凉拌黄瓜很脆很爽口，蒜泥和醋的比例刚好。","0","1,1,1,1,1,1,1,1",0,24
"商家的优惠券说明不清，用的时候才一堆限制条件。","5","1,1,1,1,1,0,1,1",2,27
"酱香饼很酥脆，酱味很足，早餐吃很合适。","0","1,1,1,1,1,1,1,1",0,22
"服务员自己聊天声音很大，完全不顾及客人的感受。","3","1,1,1,0,1,1,1,1",1,26
"雪菜肉丝面汤头很鲜，雪菜很香，面条也劲道。","0","1,1,1,1,1,1,1,1",0,24
"看到服务员用擦桌子的布擦餐具，一下就没食欲了。","7,2","1,1,0,1,1,1,1,0",3,27






"豆豉鲮鱼油麦菜很下饭，豆豉味很香，油麦菜也很嫩。","0","1,1,1,1,1,1,1,1",0,23
"餐厅通风太差，全是油烟味，吃完衣服要洗好久。","2","1,1,0,1,1,1,1,1",1,24
